station,valid, tmpc ,  relh ,  mslp ,  p01m ,  vsby
NYC,2013-05-22 16:13,24.40,73.68,M,0.00,4.00
NYC,2013-05-22 16:51,25.00,73.78,1011.00,0.00,4.00
NYC,2013-05-22 17:51,24.40,76.48,1010.60,0.00,4.00
NYC,2013-05-22 18:51,23.90,78.81,1010.60,0.00,5.00
NYC,2013-05-22 19:51,22.20,76.13,1010.70,0.00,5.00
NYC,2013-05-22 20:51,21.10,81.44,1011.10,0.00,6.00
NYC,2013-05-22 21:51,21.10,84.04,1011.70,0.00,6.00
NYC,2013-05-22 22:51,22.80,81.14,1011.80,0.00,7.00
NYC,2013-05-22 23:51,22.80,81.14,1011.80,0.00,7.00
NYC,2013-05-23 00:51,22.80,81.14,1011.60,0.00,7.00
NYC,2013-05-23 01:51,22.20,81.57,1011.10,0.00,8.00
NYC,2013-05-23 02:51,21.70,81.00,1010.70,0.00,9.00
NYC,2013-05-23 03:51,21.70,81.00,1010.70,0.00,9.00
NYC,2013-05-23 04:51,21.70,81.00,1010.80,0.00,10.00
NYC,2013-05-23 05:51,21.10,84.04,1011.40,0.00,9.00
NYC,2013-05-23 06:51,21.70,84.10,1011.90,0.00,6.00
NYC,2013-05-23 07:46,22.00,83.09,M,0.00,8.00
NYC,2013-05-23 07:51,22.20,81.57,1012.00,0.00,8.00
NYC,2013-05-23 08:51,22.20,81.57,1012.30,0.00,7.00
NYC,2013-05-23 09:36,23.30,78.72,M,0.00,8.00
NYC,2013-05-23 09:51,23.90,73.59,1011.90,0.00,8.00
NYC,2013-05-23 10:33,24.40,73.68,M,0.00,9.00
NYC,2013-05-23 10:51,24.40,73.68,1011.80,0.00,8.00
NYC,2013-05-23 11:39,25.00,68.90,M,0.00,9.00
NYC,2013-05-23 11:51,25.60,66.48,1011.20,0.00,8.00
NYC,2013-05-23 12:26,22.80,84.22,M,0.25,1.75
NYC,2013-05-23 12:35,22.20,90.66,M,0.76,3.00
NYC,2013-05-23 12:51,25.00,78.96,1010.60,0.76,7.00
NYC,2013-05-23 13:51,26.10,66.58,1009.90,0.00,10.00
NYC,2013-05-23 14:51,23.30,76.31,1009.60,0.00,6.00
NYC,2013-05-23 14:59,22.80,81.14,M,0.00,1.75
NYC,2013-05-23 15:08,21.10,93.44,M,6.60,0.25
NYC,2013-05-23 15:19,20.60,96.36,M,10.41,1.25
NYC,2013-05-23 15:22,20.60,96.36,M,10.41,4.00
NYC,2013-05-23 15:28,21.10,93.44,M,10.67,1.50
NYC,2013-05-23 15:36,20.60,96.36,M,15.24,0.25
NYC,2013-05-23 15:48,21.00,94.01,M,17.78,0.75
NYC,2013-05-23 15:51,20.60,96.36,1010.00,18.80,0.50
NYC,2013-05-23 16:14,20.00,96.34,M,14.99,0.25
NYC,2013-05-23 16:32,20.00,100.00,M,25.15,2.50
NYC,2013-05-23 16:34,20.60,96.36,M,25.15,4.00
NYC,2013-05-23 16:43,20.00,100.00,M,25.15,3.00
NYC,2013-05-23 16:51,20.00,96.34,1009.80,25.15,3.00
NYC,2013-05-23 17:07,19.40,96.93,M,0.00,2.50
NYC,2013-05-23 17:17,19.40,93.35,M,0.00,3.00
NYC,2013-05-23 17:24,19.40,96.93,M,0.00,2.50
NYC,2013-05-23 17:49,19.00,100.00,M,0.00,3.00
NYC,2013-05-23 17:51,19.40,96.93,1009.70,0.00,3.00
NYC,2013-05-23 18:02,19.40,96.93,M,0.00,1.75
NYC,2013-05-23 18:18,19.40,93.35,M,0.76,2.50
NYC,2013-05-23 18:34,19.40,96.93,M,0.76,2.50
NYC,2013-05-23 18:47,19.00,100.00,M,0.76,3.00
NYC,2013-05-23 18:51,19.40,96.93,1009.00,0.76,3.00
NYC,2013-05-23 19:22,18.90,96.31,M,0.00,2.50
NYC,2013-05-23 19:37,18.90,96.31,M,0.25,2.50
NYC,2013-05-23 19:49,18.90,96.31,1009.40,0.51,4.00
NYC,2013-05-23 20:08,18.90,96.31,M,0.00,6.00
NYC,2013-05-23 20:51,18.90,93.33,1009.60,0.00,7.00
NYC,2013-05-23 21:51,18.30,96.90,1009.00,0.00,7.00
NYC,2013-05-23 22:05,18.30,93.30,M,0.00,7.00
NYC,2013-05-23 22:51,18.30,93.30,1008.60,0.00,7.00
NYC,2013-05-23 23:08,18.30,96.90,M,0.00,6.00
NYC,2013-05-23 23:17,18.30,96.90,M,0.00,5.00
NYC,2013-05-23 23:51,18.30,93.30,1007.90,0.00,6.00
NYC,2013-05-24 00:12,17.80,96.28,M,0.00,6.00
NYC,2013-05-24 00:39,18.30,93.30,M,0.00,7.00
NYC,2013-05-24 00:51,18.30,93.30,1007.00,0.00,7.00
NYC,2013-05-24 01:51,18.30,93.30,1006.70,0.25,3.00
NYC,2013-05-24 02:01,18.30,93.30,M,0.00,8.00
NYC,2013-05-24 02:51,17.20,96.88,1005.60,2.03,6.00
NYC,2013-05-24 03:51,16.70,96.25,1005.30,0.00,8.00
NYC,2013-05-24 04:51,17.20,96.88,1005.70,0.25,5.00
NYC,2013-05-24 05:22,17.20,96.88,M,0.00,4.00
NYC,2013-05-24 05:31,17.20,96.88,M,0.00,4.00
NYC,2013-05-24 05:51,17.80,93.28,1006.10,0.00,4.00
NYC,2013-05-24 06:10,17.20,96.88,M,0.00,2.00
NYC,2013-05-24 06:32,17.20,96.88,M,0.00,3.00
NYC,2013-05-24 06:51,17.20,96.88,1006.40,0.00,5.00
NYC,2013-05-24 07:18,17.20,96.88,M,0.00,5.00
NYC,2013-05-24 07:33,17.80,93.28,M,0.00,4.00
NYC,2013-05-24 07:51,17.20,93.25,1007.00,0.00,7.00
NYC,2013-05-24 08:04,17.80,93.28,M,0.00,8.00
NYC,2013-05-24 08:18,17.80,93.28,M,0.00,7.00
NYC,2013-05-24 08:27,17.80,93.28,M,0.00,6.00
NYC,2013-05-24 08:51,17.80,93.28,1007.20,0.00,6.00
NYC,2013-05-24 09:01,18.30,93.30,M,0.00,6.00
NYC,2013-05-24 09:48,18.00,93.88,M,0.00,7.00
NYC,2013-05-24 09:51,17.80,93.28,1007.50,0.00,7.00
NYC,2013-05-24 10:16,15.00,89.57,M,0.00,10.00
NYC,2013-05-24 10:49,14.00,82.12,M,0.00,10.00
NYC,2013-05-24 10:51,13.90,86.58,1008.30,0.00,10.00
NYC,2013-05-24 11:51,13.30,74.67,1008.80,0.00,10.00
NYC,2013-05-24 12:51,12.20,80.25,1009.80,0.00,9.00
NYC,2013-05-24 13:51,10.60,82.81,1010.10,0.00,10.00
NYC,2013-05-24 14:34,10.00,89.17,M,0.25,2.00
NYC,2013-05-24 14:41,10.00,92.87,M,0.76,1.25
NYC,2013-05-24 14:46,10.00,93.50,M,1.02,3.00
NYC,2013-05-24 14:51,10.00,92.87,1010.10,1.02,4.00
NYC,2013-05-24 15:51,10.60,89.22,1010.60,0.51,4.00
NYC,2013-05-24 16:04,10.60,92.28,M,0.51,2.50
NYC,2013-05-24 16:14,10.60,92.28,M,0.76,6.00
NYC,2013-05-24 16:22,10.00,92.87,M,0.76,10.00
NYC,2013-05-24 16:51,10.00,92.87,1010.30,1.27,2.00
NYC,2013-05-24 17:03,10.00,92.87,M,0.25,5.00
NYC,2013-05-24 17:19,10.00,89.17,M,0.51,8.00
NYC,2013-05-24 17:36,9.40,92.84,M,0.51,7.00
NYC,2013-05-24 17:51,9.40,89.73,1011.40,0.76,6.00
NYC,2013-05-24 18:05,9.40,89.73,M,0.00,9.00
NYC,2013-05-24 18:51,8.90,89.08,1011.80,0.00,10.00
NYC,2013-05-24 19:51,8.30,86.02,1013.00,0.25,10.00
NYC,2013-05-24 20:51,8.30,83.09,1013.00,0.00,10.00
NYC,2013-05-24 21:51,8.30,76.43,1013.40,0.00,10.00
NYC,2013-05-24 22:51,7.80,88.99,1013.80,0.00,8.00
NYC,2013-05-24 23:41,7.80,85.97,M,0.25,10.00
NYC,2013-05-24 23:51,7.80,88.99,1013.90,0.25,10.00
NYC,2013-05-25 00:51,7.20,92.72,1013.60,1.02,6.00
NYC,2013-05-25 01:51,7.20,89.56,1012.90,0.76,10.00
NYC,2013-05-25 02:51,7.20,89.56,1012.50,0.00,10.00
NYC,2013-05-25 03:51,7.20,89.56,1012.60,0.00,10.00
NYC,2013-05-25 04:15,7.20,89.56,M,0.00,9.00
NYC,2013-05-25 04:35,7.20,89.56,M,0.00,10.00
NYC,2013-05-25 04:51,7.20,85.90,1012.30,0.00,10.00
NYC,2013-05-25 05:07,7.20,89.56,M,0.00,10.00
NYC,2013-05-25 05:51,7.20,85.90,1012.50,0.00,10.00
NYC,2013-05-25 06:51,7.20,89.56,1012.80,0.25,6.00
NYC,2013-05-25 07:35,7.20,92.72,M,0.76,6.00
NYC,2013-05-25 07:51,7.20,92.72,1013.00,1.27,4.00
NYC,2013-05-25 08:51,8.30,89.65,1013.00,0.25,10.00
NYC,2013-05-25 09:33,8.90,86.08,M,0.00,10.00
NYC,2013-05-25 09:51,9.40,79.86,1012.60,0.00,10.00
NYC,2013-05-25 10:01,10.00,76.71,M,0.00,10.00
NYC,2013-05-25 10:26,10.00,74.10,M,0.00,10.00
NYC,2013-05-25 10:48,10.00,71.07,M,0.00,10.00
NYC,2013-05-25 10:51,10.00,74.10,1012.50,0.00,10.00
NYC,2013-05-25 11:38,10.00,76.71,M,0.00,6.00
NYC,2013-05-25 11:47,10.00,76.18,M,0.25,7.00
NYC,2013-05-25 11:51,10.00,76.71,1012.80,0.25,10.00
NYC,2013-05-25 12:51,10.00,76.71,1013.00,0.00,10.00
NYC,2013-05-25 13:51,11.70,66.17,1013.00,0.00,10.00
NYC,2013-05-25 14:51,11.10,66.04,1013.00,0.00,7.00
NYC,2013-05-25 15:51,11.70,58.77,1013.40,0.00,10.00
NYC,2013-05-25 16:51,11.10,63.33,1013.60,0.00,10.00
NYC,2013-05-25 17:13,9.40,79.86,M,0.25,1.75
NYC,2013-05-25 17:22,9.40,79.86,M,0.51,3.00
NYC,2013-05-25 17:51,10.00,74.10,1014.20,0.76,10.00
NYC,2013-05-25 18:51,10.60,63.22,1014.80,0.00,10.00
NYC,2013-05-25 19:51,11.10,58.62,1015.30,0.00,10.00
NYC,2013-05-25 20:51,11.10,56.58,1015.50,0.00,10.00
NYC,2013-05-25 21:51,10.60,58.49,1015.90,0.00,10.00
NYC,2013-05-25 22:51,10.00,60.89,1015.70,0.00,10.00
NYC,2013-05-25 23:51,10.00,60.89,1015.10,0.00,10.00
NYC,2013-05-26 00:51,9.40,60.74,1015.10,0.00,10.00
NYC,2013-05-26 01:51,8.90,62.82,1014.80,0.00,10.00
NYC,2013-05-26 02:51,8.90,62.82,1014.40,0.00,10.00
NYC,2013-05-26 03:51,8.90,62.82,1014.30,0.00,10.00
NYC,2013-05-26 04:51,8.90,65.56,1015.20,0.00,10.00
NYC,2013-05-26 05:51,9.40,60.74,1015.80,0.00,10.00
NYC,2013-05-26 06:51,9.40,65.67,1016.10,0.00,10.00
NYC,2013-05-26 07:51,10.00,63.08,1016.30,0.00,10.00
NYC,2013-05-26 08:51,11.70,54.38,1016.60,0.00,10.00
NYC,2013-05-26 09:51,12.80,50.58,1016.40,0.00,10.00
NYC,2013-05-26 10:51,14.40,43.67,1016.40,0.00,10.00
NYC,2013-05-26 11:51,16.10,39.15,1016.60,0.00,10.00
NYC,2013-05-26 12:51,16.70,36.36,1016.90,0.00,10.00
NYC,2013-05-26 13:51,18.30,31.48,1016.40,0.00,10.00
NYC,2013-05-26 14:51,17.80,30.01,1016.40,0.00,10.00
NYC,2013-05-26 15:51,18.90,32.81,1016.50,0.00,10.00
NYC,2013-05-26 16:51,18.30,30.37,1017.10,0.00,10.00
NYC,2013-05-26 17:51,17.80,31.34,1017.50,0.00,10.00
NYC,2013-05-26 18:51,17.80,31.34,1018.60,0.00,10.00
NYC,2013-05-26 19:51,17.20,29.84,1019.40,0.00,10.00
NYC,2013-05-26 20:51,16.10,34.91,1020.20,0.00,10.00
NYC,2013-05-26 21:51,15.00,37.46,1021.50,0.00,10.00
NYC,2013-05-26 22:51,13.90,41.70,1022.30,0.00,10.00
NYC,2013-05-26 23:51,12.80,43.21,1022.70,0.00,10.00
NYC,2013-05-27 00:51,12.80,41.38,1022.90,0.00,10.00
NYC,2013-05-27 01:51,12.20,48.65,1022.90,0.00,10.00
NYC,2013-05-27 02:51,11.10,52.32,1023.00,0.00,10.00
NYC,2013-05-27 03:51,11.10,46.28,1022.90,0.00,10.00
NYC,2013-05-27 04:51,11.10,48.34,1023.20,0.00,10.00
NYC,2013-05-27 05:51,10.60,54.09,1023.50,0.00,10.00
NYC,2013-05-27 06:51,11.70,48.16,1023.80,0.00,10.00
NYC,2013-05-27 07:51,12.80,48.47,1024.00,0.00,10.00
NYC,2013-05-27 08:51,13.90,45.11,1024.10,0.00,10.00
NYC,2013-05-27 09:51,16.10,39.15,1024.00,0.00,10.00
NYC,2013-05-27 10:51,18.30,32.87,1023.70,0.00,10.00
NYC,2013-05-27 11:51,20.60,29.52,1023.10,0.00,10.00
NYC,2013-05-27 12:51,21.10,27.62,1022.20,0.00,10.00
NYC,2013-05-27 13:51,21.70,25.50,1021.50,0.00,10.00
NYC,2013-05-27 14:51,22.80,23.85,1020.90,0.00,10.00
NYC,2013-05-27 15:51,22.80,25.80,1020.30,0.00,10.00
NYC,2013-05-27 16:51,22.80,29.10,1020.00,0.00,10.00
NYC,2013-05-27 17:51,22.20,28.94,1019.80,0.00,10.00
NYC,2013-05-27 18:51,21.70,31.12,1019.80,0.00,10.00
NYC,2013-05-27 19:51,21.10,27.62,1020.20,0.00,10.00
NYC,2013-05-27 20:51,19.40,34.38,1020.60,0.00,10.00
NYC,2013-05-27 21:51,18.90,37.00,1021.00,0.00,10.00
NYC,2013-05-27 22:51,18.30,38.42,1021.30,0.00,10.00
NYC,2013-05-27 23:51,17.80,39.65,1021.70,0.00,10.00
NYC,2013-05-28 00:51,17.20,42.65,1022.20,0.00,10.00
NYC,2013-05-28 01:51,16.70,45.91,1022.50,0.00,10.00
NYC,2013-05-28 02:51,16.10,47.70,1022.30,0.00,10.00
NYC,2013-05-28 03:51,15.60,49.25,1022.20,0.00,10.00
NYC,2013-05-28 04:51,15.60,49.25,1022.20,0.00,10.00
NYC,2013-05-28 05:51,15.00,59.58,1022.40,0.00,10.00
NYC,2013-05-28 06:51,15.00,66.88,1022.60,0.00,10.00
NYC,2013-05-28 07:51,16.70,59.99,1022.70,0.00,10.00
NYC,2013-05-28 08:51,18.30,52.06,1022.90,0.00,10.00
NYC,2013-05-28 09:51,19.40,45.09,1023.00,0.00,10.00
NYC,2013-05-28 10:51,19.40,46.98,1023.10,0.00,10.00
NYC,2013-05-28 11:51,16.10,69.86,1023.50,0.00,6.00
NYC,2013-05-28 12:51,15.00,86.69,1023.20,0.76,4.00
NYC,2013-05-28 13:51,14.40,90.11,1022.60,0.76,3.00
NYC,2013-05-28 14:51,13.30,93.05,1022.30,1.02,2.50
NYC,2013-05-28 15:05,13.30,93.05,M,0.76,1.25
NYC,2013-05-28 15:51,13.30,93.05,1022.10,4.32,1.50
NYC,2013-05-28 15:59,13.30,96.78,M,0.51,1.25
NYC,2013-05-28 16:10,13.90,93.08,M,1.78,0.75
NYC,2013-05-28 16:19,13.30,96.78,M,3.05,1.00
NYC,2013-05-28 16:31,13.90,93.08,M,4.06,1.00
NYC,2013-05-28 16:51,13.90,93.08,1022.00,4.57,1.25
NYC,2013-05-28 17:11,13.90,93.08,M,0.25,2.00
NYC,2013-05-28 17:21,13.90,93.08,M,0.25,1.75
NYC,2013-05-28 17:51,13.90,93.08,1021.50,0.25,1.75
NYC,2013-05-28 18:51,14.40,93.10,1021.10,1.27,1.00
NYC,2013-05-28 19:31,14.40,96.81,M,0.25,0.50
NYC,2013-05-28 19:46,14.00,100.00,M,0.25,1.50
NYC,2013-05-28 19:51,14.40,96.81,1020.60,0.25,1.25
NYC,2013-05-28 20:51,15.00,93.13,1020.50,0.00,1.25
NYC,2013-05-28 21:51,15.00,93.13,1020.90,0.00,1.50
NYC,2013-05-28 22:28,15.00,93.13,M,0.00,0.75
NYC,2013-05-28 22:39,15.00,93.13,M,0.00,1.25
NYC,2013-05-28 22:51,15.00,93.13,1020.60,0.00,1.00
NYC,2013-05-28 23:15,15.00,93.13,M,0.00,0.75
NYC,2013-05-28 23:28,15.00,93.13,M,0.00,1.00
NYC,2013-05-28 23:33,15.00,93.13,M,0.00,0.75
NYC,2013-05-28 23:51,15.00,93.13,1020.50,0.00,1.00
NYC,2013-05-29 00:09,15.00,93.13,M,0.00,0.50
NYC,2013-05-29 00:19,15.00,93.13,M,0.00,1.00
NYC,2013-05-29 00:49,15.00,93.74,M,0.00,1.00
NYC,2013-05-29 00:51,15.00,93.13,1020.00,0.00,0.75
NYC,2013-05-29 01:05,15.00,93.13,M,0.00,1.25
NYC,2013-05-29 01:51,15.00,93.13,1019.70,0.00,1.00
NYC,2013-05-29 02:51,15.00,93.13,1019.00,0.00,1.00
NYC,2013-05-29 03:00,15.00,93.13,M,0.00,1.25
NYC,2013-05-29 03:33,14.40,96.81,M,0.00,0.75
NYC,2013-05-29 03:51,14.40,96.81,1018.50,0.00,0.75
NYC,2013-05-29 04:51,15.00,93.13,1018.50,0.00,0.50
NYC,2013-05-29 05:51,15.00,93.13,1018.50,0.00,0.50
NYC,2013-05-29 06:51,15.00,96.20,1019.00,0.00,0.50
NYC,2013-05-29 07:20,15.60,92.56,M,0.00,0.75
NYC,2013-05-29 07:31,15.60,92.56,M,0.00,1.00
NYC,2013-05-29 07:51,16.10,93.19,1019.00,0.00,1.25
NYC,2013-05-29 08:51,17.80,89.78,1019.30,0.00,1.50
NYC,2013-05-29 09:48,18.00,88.09,M,0.00,2.00
NYC,2013-05-29 09:51,18.30,87.00,1019.30,0.00,2.00
NYC,2013-05-29 10:51,20.00,83.91,1019.00,0.00,3.00
NYC,2013-05-29 11:03,20.00,83.91,M,0.00,2.50
NYC,2013-05-29 11:13,21.10,78.41,M,0.00,3.00
NYC,2013-05-29 11:51,22.80,73.41,1018.70,0.00,4.00
NYC,2013-05-29 12:51,22.80,73.41,1018.50,0.00,5.00
NYC,2013-05-29 13:51,24.40,66.65,1018.10,0.00,6.00
NYC,2013-05-29 14:51,26.10,64.54,1017.60,0.00,7.00
NYC,2013-05-29 15:51,27.20,56.45,1017.40,0.00,8.00
NYC,2013-05-29 16:51,26.70,62.29,1016.60,0.00,7.00
NYC,2013-05-29 17:51,27.20,60.49,1016.40,0.00,7.00
NYC,2013-05-29 18:51,26.70,59.99,1016.10,0.00,8.00
NYC,2013-05-29 19:51,25.60,64.03,1015.90,0.00,8.00
NYC,2013-05-29 20:51,25.00,61.91,1016.20,0.00,9.00
NYC,2013-05-29 21:51,26.10,57.99,1016.60,0.00,9.00
NYC,2013-05-29 22:51,26.10,57.99,1017.70,0.00,10.00
NYC,2013-05-29 23:51,25.60,59.74,1017.90,0.00,10.00
NYC,2013-05-30 00:51,25.00,61.91,1018.10,0.00,10.00
NYC,2013-05-30 01:51,24.40,66.65,1018.40,0.00,10.00
NYC,2013-05-30 02:51,23.90,68.69,1018.20,0.00,9.00
NYC,2013-05-30 03:51,23.30,71.22,1018.30,0.00,9.00
NYC,2013-05-30 04:51,22.80,75.75,1018.40,0.00,8.00
NYC,2013-05-30 05:51,22.80,75.75,1019.00,0.00,7.00
NYC,2013-05-30 06:51,22.80,75.75,1019.50,0.00,7.00
NYC,2013-05-30 07:51,23.30,73.49,1019.90,0.00,6.00
NYC,2013-05-30 08:51,25.00,68.90,1020.10,0.00,7.00
NYC,2013-05-30 09:51,27.20,56.45,1019.90,0.00,8.00
NYC,2013-05-30 10:51,28.90,54.77,1019.80,0.00,9.00
NYC,2013-05-30 11:51,31.70,43.53,1019.90,0.00,9.00
NYC,2013-05-30 12:51,31.10,43.37,1019.60,0.00,10.00
NYC,2013-05-30 13:51,31.70,40.60,1019.00,0.00,10.00
NYC,2013-05-30 14:51,32.20,42.31,1018.80,0.00,10.00
NYC,2013-05-30 15:51,31.70,40.60,1018.10,0.00,10.00
NYC,2013-05-30 16:51,31.70,39.08,1018.00,0.00,10.00
NYC,2013-05-30 17:51,30.60,43.23,1017.80,0.00,10.00
NYC,2013-05-30 18:51,30.60,41.61,1017.70,0.00,10.00
NYC,2013-05-30 19:51,30.00,40.14,1017.90,0.00,10.00
NYC,2013-05-30 20:51,28.90,44.45,1018.10,0.00,10.00
NYC,2013-05-30 21:51,28.90,44.45,1018.40,0.00,10.00
NYC,2013-05-30 22:51,28.90,44.45,1018.70,0.00,10.00
NYC,2013-05-30 23:51,27.80,50.84,1018.90,0.00,10.00
NYC,2013-05-31 00:51,26.70,55.97,1019.10,0.00,10.00
NYC,2013-05-31 01:51,26.10,60.23,1019.20,0.00,10.00
NYC,2013-05-31 02:51,25.60,62.05,1019.10,0.00,9.00
NYC,2013-05-31 03:51,24.40,66.65,1019.00,0.00,9.00
NYC,2013-05-31 04:51,24.40,66.65,1018.90,0.00,9.00
NYC,2013-05-31 05:51,23.90,68.69,1019.40,0.00,8.00
NYC,2013-05-31 06:51,24.40,68.78,1019.80,0.00,7.00
NYC,2013-05-31 07:51,25.60,64.03,1020.00,0.00,7.00
NYC,2013-05-31 08:51,26.70,62.29,1020.00,0.00,7.00
NYC,2013-05-31 09:51,28.30,54.63,1019.50,0.00,7.00
NYC,2013-05-31 10:51,30.60,49.66,1019.30,0.00,8.00
NYC,2013-05-31 11:51,32.20,48.55,1018.90,0.00,8.00
NYC,2013-05-31 12:51,32.20,46.77,1018.40,0.00,8.00
NYC,2013-05-31 13:51,32.20,43.67,1017.90,0.00,10.00
NYC,2013-05-31 14:51,31.10,45.04,1017.50,0.00,10.00
NYC,2013-05-31 15:51,30.00,49.51,1017.10,0.00,10.00
NYC,2013-05-31 16:51,30.60,46.35,1016.40,0.00,10.00
NYC,2013-05-31 17:51,30.60,43.23,1015.80,0.00,10.00
NYC,2013-05-31 18:51,30.00,38.61,1015.60,0.00,10.00
NYC,2013-05-31 19:51,30.00,35.95,1015.40,0.00,10.00
NYC,2013-05-31 20:51,28.90,42.77,1015.60,0.00,10.00
NYC,2013-05-31 21:51,28.30,44.29,1016.40,0.00,10.00
NYC,2013-05-31 22:51,27.20,47.23,1016.70,0.00,10.00
NYC,2013-05-31 23:51,26.70,50.55,1016.50,0.00,10.00
NYC,2013-06-01 00:51,26.10,56.18,1016.40,0.00,10.00
NYC,2013-06-01 01:51,25.00,64.30,1016.20,0.00,10.00
NYC,2013-06-01 02:51,24.40,68.78,1015.90,0.00,10.00
NYC,2013-06-01 03:51,24.40,68.78,1015.80,0.00,10.00
NYC,2013-06-01 04:51,23.30,73.49,1016.10,0.00,10.00
NYC,2013-06-01 05:51,23.30,73.49,1015.90,0.00,9.00
NYC,2013-06-01 06:51,23.30,73.49,1016.30,0.00,9.00
NYC,2013-06-01 07:51,23.30,73.49,1016.40,0.00,9.00
NYC,2013-06-01 08:51,25.00,66.36,1016.50,0.00,9.00
NYC,2013-06-01 09:51,26.10,64.54,1015.80,0.00,10.00
NYC,2013-06-01 10:51,28.30,58.51,1015.60,0.00,10.00
NYC,2013-06-01 11:51,29.40,53.21,1015.40,0.00,10.00
NYC,2013-06-01 12:51,31.10,51.68,1014.70,0.00,10.00
NYC,2013-06-01 13:51,31.10,49.79,1014.20,0.00,10.00
NYC,2013-06-01 14:51,31.10,48.26,1013.60,0.00,10.00
NYC,2013-06-01 16:51,31.10,46.48,1012.90,0.00,10.00
NYC,2013-06-01 17:51,30.00,46.19,1012.50,0.00,10.00
NYC,2013-06-01 18:51,28.90,51.12,1012.30,0.00,10.00
NYC,2013-06-01 19:51,27.80,54.50,1012.70,0.00,10.00
NYC,2013-06-01 20:51,27.80,58.40,1012.90,0.00,10.00
NYC,2013-06-01 21:51,27.20,60.49,1013.10,0.00,10.00
NYC,2013-06-01 22:51,26.10,66.58,1013.10,0.00,10.00
NYC,2013-06-01 23:51,25.60,68.59,1013.20,0.00,10.00
NYC,2013-06-02 00:51,25.60,68.59,1012.60,0.00,10.00
NYC,2013-06-02 01:51,24.40,73.68,1012.30,0.00,10.00
NYC,2013-06-02 02:51,23.90,73.59,1011.70,0.00,10.00
NYC,2013-06-02 03:51,23.90,73.59,1011.60,0.00,10.00
NYC,2013-06-02 04:51,23.90,70.88,1011.50,0.00,10.00
NYC,2013-06-02 05:51,23.30,73.49,1011.40,0.00,10.00
NYC,2013-06-02 06:51,23.30,76.31,1011.40,0.00,10.00
NYC,2013-06-02 07:51,24.40,68.78,1011.50,0.00,10.00
NYC,2013-06-02 08:51,25.00,68.90,1011.20,0.00,10.00
NYC,2013-06-02 09:51,26.10,66.58,1010.50,0.00,10.00
NYC,2013-06-02 10:51,27.80,60.25,1010.50,0.00,10.00
NYC,2013-06-02 11:51,29.40,54.90,1010.30,0.00,10.00
NYC,2013-06-02 12:51,30.00,51.40,1010.00,0.00,10.00
NYC,2013-06-02 13:51,30.60,51.24,1009.30,0.00,10.00
NYC,2013-06-02 14:51,28.90,54.77,1008.80,0.00,10.00
NYC,2013-06-02 15:51,28.90,58.65,1008.40,0.00,10.00
NYC,2013-06-02 16:51,30.00,51.40,1008.10,0.00,10.00
NYC,2013-06-02 17:51,29.40,47.82,1008.20,0.00,10.00
NYC,2013-06-02 18:51,28.30,49.37,1008.50,0.00,10.00
NYC,2013-06-02 19:51,27.80,54.50,1008.90,0.00,10.00
NYC,2013-06-02 20:51,27.80,56.24,1009.30,0.00,10.00
NYC,2013-06-02 21:51,26.70,58.14,1009.50,0.00,10.00
NYC,2013-06-02 22:51,25.00,71.08,1010.00,0.00,8.00
NYC,2013-06-02 23:23,22.80,90.14,M,1.02,1.75
NYC,2013-06-02 23:31,22.20,96.99,M,4.06,0.50
NYC,2013-06-02 23:51,20.60,96.36,1011.00,15.49,1.00
NYC,2013-06-02 23:55,20.60,96.36,M,2.03,0.75
NYC,2013-06-03 00:06,20.60,92.83,M,5.08,1.00
NYC,2013-06-03 00:14,20.60,92.83,M,5.59,3.00
NYC,2013-06-03 00:51,21.10,93.44,1009.50,6.10,8.00
NYC,2013-06-03 01:51,21.10,93.44,1010.00,0.00,9.00
NYC,2013-06-03 02:51,21.10,93.44,1010.20,0.76,6.00
NYC,2013-06-03 03:51,21.10,93.44,1009.80,1.02,7.00
NYC,2013-06-03 04:51,21.10,93.44,1009.20,0.25,8.00
NYC,2013-06-03 05:51,21.10,93.44,1009.70,0.00,6.00
NYC,2013-06-03 06:51,20.60,96.36,1010.00,0.00,7.00
NYC,2013-06-03 07:40,20.60,96.36,M,0.51,1.75
NYC,2013-06-03 07:51,20.60,92.83,1009.90,1.78,0.75
NYC,2013-06-03 08:00,20.60,96.36,M,0.76,1.50
NYC,2013-06-03 08:03,20.60,96.36,M,0.76,2.00
NYC,2013-06-03 08:06,20.60,96.36,M,0.76,3.00
NYC,2013-06-03 08:51,20.60,96.36,1010.50,1.02,3.00
NYC,2013-06-03 08:59,20.60,96.36,M,0.25,2.00
NYC,2013-06-03 09:07,20.60,96.36,M,0.51,1.25
NYC,2013-06-03 09:28,20.60,96.36,M,2.03,2.00
NYC,2013-06-03 09:38,20.00,96.34,M,3.05,1.00
NYC,2013-06-03 09:51,20.60,92.83,1010.70,4.06,1.50
NYC,2013-06-03 09:54,20.00,96.34,M,0.00,2.00
NYC,2013-06-03 10:00,20.60,96.36,M,0.00,3.00
NYC,2013-06-03 10:15,21.10,93.44,M,0.00,5.00
NYC,2013-06-03 10:26,21.10,96.97,M,0.00,5.00
NYC,2013-06-03 10:35,21.70,90.06,M,0.00,6.00
NYC,2013-06-03 10:51,21.10,93.44,1010.70,0.00,7.00
NYC,2013-06-03 10:58,21.10,93.44,M,0.00,7.00
